-6.073891186687357946e-02,7.027837116557709984e-02,2.728032889236650660e-02,7.831254238785052835e-02,-1.356981529491476934e-01,4.101087385470583713e-02,1.204124270631163340e-01,-1.060646342600511105e-01,1.112160361668495245e-01,1.081060650414187863e-01,5.907291128070718544e-02,6.503433839489176915e-02,-6.600646059945375344e-02,3.362746508596845679e-02,6.704859395064094452e-02,2.846169185315804151e-02,-2.864242107274410365e-02,4.098115245771932758e-02,1.669687658016056619e-01,-7.320656253856659690e-02,9.187677514708281201e-02,-9.616389791164930978e-02,-9.102199945838373996e-02,1.228875633183942884e-01,5.131398235197001667e-02,9.685258344797348373e-02,1.027999056327657951e-01,-2.025682182392771896e-02,1.440894900593566452e-01,-1.327212685847995455e-01,9.717107978997917284e-02,2.904997763515659859e-02,7.277424833668956136e-03,-7.628767383401621749e-02,-7.475842393051972123e-02,-4.729220573684168871e-02,-8.853908539432447933e-02,-5.061319004453831982e-02,-3.542446796286746052e-02,-3.164702596718934474e-02,6.501560856676537326e-02,-9.642588562965903609e-03,2.486334801071090131e-02,-9.209195016028132175e-02,1.136257547587538330e-01,2.267123276922885372e-02,-1.512579500943510846e-01,-7.527579640141610073e-02,-1.053522911044633276e-01,-4.331493147859849513e-02,-2.559194144517754621e-01,-1.084850467708594474e-02,1.777809708503357358e-02,2.193967048350580623e-02,9.811296236655324410e-03,-3.833245459772875730e-02
-1.519242614870890407e-01,1.186061312863409684e-01,2.586682725070238442e-02,8.731352410059649294e-02,5.101307609315135216e-02,1.659545013248116263e-01,1.122460389035894457e-01,-2.933158900555660892e-02,1.743439397771426869e-01,8.111603990031079903e-03,-1.903322958887278954e-02,-1.946229973847215036e-02,5.952562514287836060e-02,1.643514100720225649e-02,9.173339665398083653e-02,-8.856319881587185194e-02,1.831551664091770129e-03,-5.385486272355603787e-02,-1.396394088312488957e-01,5.353957490015642112e-03,9.231552868594158912e-03,5.003462578337757732e-02,-4.987365753458479489e-02,-1.234994691671598421e-01,-1.669439616456950271e-01,3.203553428609050291e-02,-2.765134864840477699e-02,1.135281655955082680e-01,3.177895032976135736e-02,7.637299933619984271e-02,3.526866902947797117e-02,6.283942197400219087e-02,-5.248222089513843690e-03,-7.089324468606029994e-02,2.683927025527620830e-02,-2.254740506372025083e-02,3.424310003183175105e-02,1.121599542570356489e-01,-5.892252877941116934e-02,-4.634206216954072505e-02,-3.594576505371385733e-04,5.442729159918732740e-02,-7.353893777652958930e-02,-5.878513874624385904e-02,1.406649694895248381e-02,-1.359019925377627502e-02,-1.032964751261206959e-01,1.745883969705178118e-02,1.284817594099038618e-02,1.989024600981335877e-02,1.359251930922650287e-03,5.994983577795973129e-03,7.394786445642034800e-02,1.134297590300632763e-02,1.777864552813125665e-03,-7.302831861643421796e-02
-2.346930716570105879e-03,1.215196025273082014e-01,-7.215526824926574156e-02,-7.158356422060430102e-02,1.350048389639234570e-01,1.134387140578294872e-01,-9.556767729682212609e-02,3.588868881940027178e-02,-1.861738692514769422e-03,3.127591708071139620e-02,4.247917281787215449e-02,-4.538468843518841944e-03,-1.336937465174636852e-02,1.108828342486328083e-01,-8.065804204198995242e-02,-1.674393315822142458e-02,-1.142549306508555684e-01,-1.739789203265172945e-01,7.296949467390045907e-02,-1.421137025273999099e-01,2.677127097382332732e-02,-2.219191081207617933e-02,1.968907531582373693e-01,-4.316299968918640984e-02,1.329508842824115855e-01,-1.698484504757424851e-02,-4.851534239137383908e-02,1.454659153196511956e-01,-1.254350960020230721e-01,4.291244515902074841e-02,-5.966003441480209613e-02,-5.366073576794037209e-02,-5.127901106988709545e-02,7.994000172093676526e-02,8.284707764579005151e-02,1.072495411438347951e-01,9.435656708060970177e-02,2.566223391333915388e-02,8.809994257742281842e-02,-5.573594542289463105e-02,-5.884752428331965074e-02,8.150934024415804058e-02,-1.863285492872362170e-01,1.148219159992663885e-02,-6.458227067196321836e-02,-2.208393338505396791e-02,9.874593319215198284e-02,8.762283478398136261e-03,-1.008146054981037820e-02,-6.654473161880967991e-02,2.491619463041347404e-02,1.291526075965704345e-01,-6.183533450858526292e-02,-9.582266115159498998e-02,8.403912185759188080e-02,-6.245630629457377125e-02
-3.510722574501970450e-02,5.608295514449915253e-02,1.688615052568209762e-01,-1.090859689501848945e-01,2.112123097937532168e-01,7.934845040307775266e-02,-1.253977689245144300e-01,1.116537721306047615e-01,-2.897925921065200999e-02,1.107287726339903355e-02,8.425744905241158711e-03,7.281927816522587582e-02,-2.776250684485270792e-02,8.972276997235142937e-02,3.569276420072556300e-02,-4.920317966729094439e-02,3.040078646342932178e-03,3.656509756587378313e-02,-4.093945579988583772e-02,5.576028137179959987e-02,-4.218408965057596216e-03,-4.875738971135323840e-02,-3.022311520004149210e-02,-3.383865219299151544e-02,-1.086261089722080631e-02,-5.266829065087274414e-02,5.059164250980806993e-03,2.455200504574328590e-02,-3.642496367493999049e-02,1.064543796160129924e-01,3.956812978010117166e-02,-9.430596127585424981e-02,3.393009885005160431e-02,3.729943585384852545e-02,2.179822849983030497e-02,-1.774409974744604324e-01,-1.047885909099189466e-01,-1.014956588399493348e-01,6.158666830310671053e-03,6.828719888288310724e-02,1.315066121790340326e-01,-1.329963284874398910e-01,-9.760571271375748093e-02,-2.200379808309302354e-02,-7.232497487812322712e-03,-5.803092249686884335e-02,2.447543468073466733e-02,-1.236585542964915574e-01,5.229379556209123869e-02,2.628003489554003522e-02,6.641793553995845034e-02,-2.240680021090729057e-01,3.244563444752244369e-02,8.901746690202987089e-02,6.223700427063674073e-02,7.945521093643290178e-02
-3.484904930289473013e-02,-1.838284105847612926e-01,-3.884401596946807089e-03,-7.227177236882471531e-03,-8.619062007670905134e-02,-2.329900020873293398e-02,1.470497113861299332e-01,4.248690716832718983e-02,2.027395542389313909e-02,1.760621384923569677e-01,5.830020838509264447e-02,3.972625570593682487e-02,1.104986887537699747e-02,-1.117744572303554923e-02,-6.411199773014097936e-02,8.652877469083668227e-02,-4.054178933486837083e-02,1.473735565194912167e-01,-7.952546497999141151e-02,-5.511069091069300055e-03,9.411208954853769737e-03,-6.865194930650971028e-02,9.560835937160473696e-02,6.055699786477646701e-02,9.165090580613258209e-02,-3.169896026022833019e-02,1.196552923168550525e-01,-4.936761476527888604e-02,-9.199433990519190196e-02,-4.882199910904394535e-02,2.173895294738956430e-01,2.302341111459721423e-02,2.550913534462748156e-02,-2.524145023879292848e-03,-1.634776150019381924e-02,-1.047087119542120526e-01,-3.127086391853305114e-02,7.104955959057440706e-02,-1.910147008752182962e-01,-3.049048400813473420e-02,3.416001598546679341e-02,-1.996137763498075091e-02,8.998981807842817982e-02,-6.639259375088857329e-04,-4.321118212169028361e-02,-2.062845292901061695e-02,7.962306328354296601e-04,3.706825373940813434e-02,-9.631577932583459956e-02,4.858213872272370421e-02,-1.539625722753706905e-02,-8.957578198993768059e-02,-1.768241359801607515e-02,-1.281954192244942892e-01,-4.025663461285594602e-02,2.556229613141926260e-02
-1.092516769126836845e-02,1.742433739263761772e-01,-2.733585105926306102e-02,-9.271278137735569636e-02,3.528215486370238352e-02,4.888569386082813883e-03,-7.892648299692835157e-02,-1.456233968036958482e-01,-5.011404498131083463e-02,7.341783101602178396e-02,-8.186917876032379082e-02,1.888370521243386280e-02,-1.462196562131261035e-01,-7.816702151855890734e-02,1.920134036634019159e-02,1.052454158507004911e-01,-9.229650785193069251e-03,2.217452083097434801e-02,-4.640279874594097076e-02,7.413296869813400247e-02,-7.065591184770744770e-02,-6.051278052610345459e-02,-1.603938349317756695e-01,7.671309694964076331e-02,1.514902151849767398e-01,2.676734812370837324e-02,2.976745706753023551e-03,-1.517151683042566521e-02,-1.046535900570039618e-01,-5.972561234612418918e-02,-2.776800277774054207e-02,-2.045827254783363913e-02,1.690769916386184735e-01,-3.234776346442601314e-02,1.703436456081157124e-01,8.119794262496418669e-02,4.678184469784096855e-02,8.550738746186370420e-02,-6.250559008265715866e-02,3.653880038994720969e-02,5.185063471427784482e-02,-3.200734808004904175e-02,-1.025014282231455909e-01,3.321105935614152016e-02,-8.096261284819575299e-02,2.047880593443090341e-02,-1.773366679870244655e-02,-3.072307744490862524e-02,1.342267877007378152e-01,-1.227978121282536361e-01,-8.660358089103706303e-02,-7.000737611817732520e-02,1.390333034492355346e-02,1.328018408082450308e-01,-2.963265324273554185e-02,-5.016322766825190987e-02
5.759744113644632568e-05,-9.364814229717244309e-03,2.128637180831256526e-01,2.625232452525790017e-02,9.731094044215773953e-02,-6.805513603624302466e-03,-5.186202571024437630e-02,-6.624032106925466235e-02,3.986680160883891710e-02,1.908251264015155269e-02,1.481984492013727062e-04,1.216645823496866757e-01,-7.372541063031007313e-02,-1.517203050497426681e-02,1.510164728358373842e-01,6.503106794090279807e-02,-2.566466012204415836e-02,-2.936106099614574361e-03,6.251042004210129177e-02,7.333530895890443858e-03,2.780289254787279840e-04,7.666865743843884196e-03,-1.648720429703120355e-02,-1.011937070487631540e-01,-2.776782810396347112e-02,1.761639978743495816e-01,1.535872693305937731e-01,1.373946215138737714e-01,6.152822127027866850e-02,3.922007911931467417e-02,9.965518610182688697e-02,1.870797283514702425e-01,-6.081353216521882127e-02,2.579967694707363535e-03,9.786208128096558767e-02,-2.484085947638987185e-02,9.865694698291422454e-03,7.486786299669721811e-02,1.383315982367575026e-01,1.113373751130382686e-02,-1.399489187587451278e-01,5.882003911680742936e-02,1.051867415461486682e-01,7.469980498863211527e-02,-7.033867646625439896e-03,-5.768379452799586582e-02,3.073303411466790300e-02,8.793091267145480838e-02,9.634688642448881180e-02,-1.952775853953701568e-01,1.467175031029811505e-01,-4.047060035606844797e-02,-1.823843650363608793e-03,6.058951284907117263e-02,6.644453273169956264e-02,1.863180140222314707e-01
6.899698691467547051e-02,6.723270483286919452e-02,-5.332090399567146477e-02,5.079165145919611879e-02,-9.620429532822982743e-02,-1.242065758844544815e-01,9.088389587685694049e-03,-5.645898017289273374e-02,-7.784483939864471347e-02,-4.567433919130170494e-03,-8.442798761197578550e-03,-1.652603660642274763e-01,-1.293883563555459915e-01,7.616722383181930012e-02,-1.164953536119499727e-01,-1.862900756190690177e-01,1.354965306256578766e-02,1.498064059931450975e-01,3.531558564913427067e-02,3.912167283766232462e-02,-8.865600263442957596e-02,5.016324272850408716e-02,-3.002678053503633759e-02,-1.091885245838932483e-01,-1.462439408530870899e-01,-2.797720220197504395e-02,3.924442740935663726e-02,-6.525974492271871541e-02,-1.933746755030507358e-01,-4.172963413580688119e-02,-2.477343875071362500e-02,1.258753880951836157e-01,-3.327843264738594709e-02,-1.541415723809547167e-02,9.303410408284784605e-02,3.814538421795276441e-02,6.199910279312762645e-02,-1.087796222588155448e-02,8.710399269059629357e-02,-7.746943755036142520e-02,-1.234687948522744522e-01,7.008141568180614733e-02,-8.268094580815919803e-02,2.754731924767149509e-02,1.170496422781425877e-01,3.308711435868395834e-02,1.125187858033377258e-01,-6.597327630398044929e-02,-5.564691566274337919e-02,3.519535063721360157e-02,-1.206788250002972795e-01,4.137069778720731811e-02,1.665594760614586001e-02,6.981786911408947860e-02,4.985209267879348038e-02,-1.365907206478046976e-01
8.862296576753207755e-02,-1.014013279532203771e-01,-9.419871500900012240e-02,2.101154464194949223e-01,4.110236893416180370e-02,-1.127617503703590152e-01,7.731972693759581183e-03,-1.401908371026788780e-01,4.698826916013018606e-02,7.396522032134297819e-03,-1.032707943428919500e-01,5.577722327414111336e-02,-5.874858074554803467e-03,-5.641853682843202961e-02,-1.157297139624985371e-02,4.476292314294666452e-02,-4.850249935406766161e-02,-5.675777373614878524e-02,-3.544451993397026296e-02,-9.504613164948563786e-02,1.730505627072154162e-02,-1.686474046301899843e-01,2.469048045901851840e-02,2.211241982707584652e-02,-3.455613910843813308e-04,6.202217256530213191e-02,-7.723904231297619438e-02,-1.142820274723908847e-01,-5.889698701037054951e-02,-1.031723992073760032e-01,9.319904988121879841e-02,3.022708457446859898e-02,-4.090168960425742684e-02,1.056985314176890345e-01,1.197220393448712901e-02,3.835704694651473345e-02,1.999393013429135325e-03,1.682983595469639271e-02,4.297568679257648960e-02,9.561075154862569425e-02,-6.945983525277178716e-02,4.387552573690972624e-04,6.005892337085725480e-02,-3.833034085719680406e-02,-3.457850170355394881e-02,-7.096995794998062212e-02,-6.931723130837924574e-02,-4.164333762532958227e-02,1.608940917670416415e-01,3.443019542097107422e-02,-3.877866847663002936e-03,-6.436725048694927342e-02,-9.830370833347236437e-02,5.660929837573231566e-02,-9.408235266340003733e-02,-5.067163025460474229e-02
1.320949670449771685e-01,-1.830835902266845783e-01,1.176994450077510357e-01,-3.541133358992408844e-03,-3.025860190316015386e-02,-2.117222707938651860e-01,-4.072739310460705281e-02,4.086581514084233063e-02,-8.031264729473351627e-02,-1.794965836061143682e-02,2.887740142161027146e-02,3.542858037803719995e-02,4.120572820270948511e-02,6.187768958046100526e-02,1.335164060280810694e-02,1.904199531544145119e-01,3.103444588226289547e-02,4.482572716952543113e-02,1.029773500609001691e-01,3.823948604391967654e-03,8.207262658532402111e-03,4.023684004647470891e-02,-1.497918760490052903e-01,2.863315191987442221e-02,-4.493948587442055109e-02,-2.677273696258991587e-02,6.541905176292900359e-02,-6.414834284026411926e-02,-6.501419765497934433e-02,-6.000179738391876738e-03,-1.314324314548767636e-02,-2.213276064252062136e-02,1.306783314228957688e-03,1.908820254385526494e-02,3.265928573384790229e-02,-1.678993447947295103e-01,-2.889427442215188740e-02,2.509744919599740665e-02,-7.237639197782537448e-03,-6.012241856297188825e-02,5.221431463254057326e-02,2.681752046516880372e-02,9.337434022583754323e-02,6.792038671375250081e-02,-8.509230512882783037e-02,-1.748051620716034593e-02,5.052946398236328462e-03,5.656674625404596590e-03,1.205423368210323254e-02,8.897623351245624590e-02,7.001461217083372601e-02,1.844992480225314535e-03,6.917388073137482885e-02,5.315963240558686798e-02,1.203404777382965918e-01,-1.083244546139234404e-01
