-1.120822498888859875e-01,-6.873217252770003061e-02,1.704587039451080236e-03,2.241287130523118842e-01,-1.131475016718060528e-01,1.309476719188562288e-01,-4.242350584135769903e-02,7.253625635231024382e-02,-1.854464047596610099e-01,2.720772630100922740e-01,-1.228048305192201151e-01,4.718685430689845139e-02,-7.280033822215646599e-02,5.870342306106639783e-03,-1.427744844216493336e-01,1.644701826178898707e-01,-1.073390426713413531e-01,-4.599280082338391175e-03,1.278294872722386677e-01,-1.620046163080324786e-01,1.451293268976400763e-01,1.408910608807298001e-02,2.183232016133419273e-01,-1.254973694131768791e-01,-7.070757070914547582e-02
-9.325499553402816222e-02,-8.481324522273026023e-02,2.690514427978543330e-02,1.292822502154692410e-01,2.985758690817585936e-01,3.837222461254240907e-03,1.153956203088727650e-01,-7.703560140247082966e-02,-3.768008593513882953e-02,-1.059931619169725697e-01,2.430885877825968711e-01,-2.797508474467293449e-01,1.745894130766342256e-01,2.746255830354293326e-01,-2.100709622450269154e-01,-3.173729398489071735e-02,-1.189154388259149181e-01,2.196297233055433396e-01,-4.327102427397044176e-02,1.066066333396227805e-01,1.202326270474509406e-01,-7.940517814158561116e-02,-1.068317290337867376e-01,-1.118058570464295631e-01,-6.934251332628063591e-02
-1.201912608500107643e-01,-6.271910065374197707e-02,8.014745467610641383e-02,-2.063354369922859588e-01,8.843616694718750559e-02,2.140807859394880386e-02,1.871215810575446725e-01,-2.266119262545422397e-01,-7.248743348559072430e-04,-1.442988655226059014e-01,4.956300253420270474e-02,1.430601716665583223e-01,-1.459701844882235755e-01,-4.298359481470719057e-03,-1.557016442672403134e-01,-7.969124258292575869e-02,1.279513629127695395e-01,2.530110682663505930e-03,6.573059444404122376e-02,-8.334991883593198536e-02,1.675086708633539145e-01,8.349027646485082665e-03,8.190846067195386992e-02,1.167951894441884436e-01,-2.285217660115483884e-01
-1.198009623961115155e-01,1.841954150973652560e-01,8.339110535748250896e-02,4.497336433315476945e-02,-7.280013996056552972e-02,1.150074264560010107e-01,-1.011258866556001002e-01,9.783995871062275973e-02,8.883187196778180583e-02,-1.365190753617250563e-01,-2.407913510757885844e-01,2.068519892827970497e-01,2.460687357787537388e-02,8.274549300817561626e-02,5.635052801855777727e-03,-8.249485549176963084e-02,-7.998172518312220147e-02,2.004169700946989985e-01,6.437594122098865002e-02,1.637356977200439545e-01,1.297275825829782847e-01,-1.640301128704485523e-01,-5.196699676027420611e-02,-1.179426192359449566e-01,3.182611015515113967e-02
-6.754739398896844604e-02,1.132765763212362220e-01,-2.978733380069378822e-01,-2.616298074240741567e-01,2.543350552292947819e-01,-8.756141288038199466e-02,-6.791674019868262913e-02,4.833715267771748758e-02,-2.416805894747034167e-01,2.100301258874626709e-01,-2.652877711340116407e-01,4.638907843141155257e-03,-1.796430244066104520e-01,1.251056613261637418e-01,-6.990448564507452389e-02,-1.644508728194722658e-01,4.064695872417228850e-03,-5.347996046668042347e-02,-3.368983920010708288e-02,-2.222472983850554140e-02,1.065729362863980234e-01,-8.790472268205241912e-02,6.371594035928629385e-02,-2.219370613452592567e-03,6.552379958262548321e-02
-1.412155507440185642e-01,5.196800771801549090e-02,-1.179625380284686220e-01,7.797180935957387371e-02,-7.126501833446152734e-03,7.741676413372777787e-02,5.784472441090150741e-02,-1.085946925769970678e-01,-3.495614592987800195e-02,-5.855202063771935972e-03,-1.748571739177407769e-01,-1.745794038295771233e-02,-4.561183343216594632e-02,5.289132388293936449e-02,-7.189913981632350959e-02,9.202233193572625924e-02,3.024581785490539076e-03,-8.951402664140620247e-02,4.683057539727719654e-02,1.469496460163512430e-01,6.859326958713718447e-02,-8.777967444393730556e-02,-8.203587329048067645e-02,-4.769343215699843597e-02,-6.374070624557728881e-02
-1.324434332848237750e-01,-2.147141917242744238e-02,-1.134598977422923982e-01,2.080511964139000192e-01,1.110727326866026154e-01,-2.383518065969805755e-02,9.929560082015745359e-03,1.737654398943747625e-01,-1.130977433761775619e-01,5.641429881230133891e-02,-1.264027224447763220e-01,5.370943824262556371e-02,-9.316902671952614901e-02,2.119685078055910665e-02,3.377492931236886209e-02,-5.651274981959386601e-03,6.309650518664336460e-02,-1.568020875530825864e-01,9.879526823558357207e-02,-9.465559430969439081e-02,-1.231322800128387962e-01,3.459771151724959359e-02,-3.217779329690437229e-02,1.944413853897238309e-01,-1.621556147265621750e-01
-1.299202740422878699e-01,2.101459589734282901e-02,-5.856514092156921147e-02,-1.267728146748972606e-01,-6.743247644512592731e-02,-6.156685724097743506e-02,1.313266557534053525e-01,-5.771193038234914696e-02,3.838966318628844743e-02,-1.723684715119186694e-01,-2.782676112431479165e-01,-3.524016141951449854e-02,7.450092307480532527e-02,6.637726073528707471e-02,5.459891160661314857e-02,5.728152802494917983e-03,-2.472150355631066998e-02,5.849827975373218109e-02,-6.146449395423075196e-02,-1.377466595701201668e-01,-1.550987371747210297e-01,2.145963153791488054e-01,1.123094972259680024e-01,-5.931973483968315530e-02,-6.879013183159349287e-02
-1.252232260471490832e-01,1.088685543414908904e-02,-4.527610963736886096e-02,1.357147267191022300e-02,-8.816371735688549593e-02,1.182249985905335365e-01,-4.481349357794656152e-02,-2.695255101679824294e-01,1.519011328707897401e-01,8.155266860158447151e-02,2.172897902303151108e-01,-7.058922821298575789e-02,5.401742096192296838e-02,-2.085957471355541770e-01,8.111583922222784238e-02,-1.480774738486716480e-01,1.494071869555342602e-01,-5.600343358705422991e-02,6.973999518071316572e-03,-1.223910312315679705e-01,2.404640816087776078e-02,1.297490419277969390e-02,-2.182636585773055013e-02,-2.853116441870054421e-02,1.272979920957979239e-01
-1.298228720319565543e-01,1.784843511746215527e-01,3.076578728567647136e-02,6.220334590246798245e-02,8.344212867613906570e-02,-1.944154125053479398e-02,9.814440877107374894e-02,-1.385323063766707996e-01,-1.077217002917818522e-02,1.457756308584583216e-01,1.354629775104515543e-02,4.228041356904337078e-02,-1.615984210094317808e-03,-1.087627844877759320e-01,-1.342602443328272388e-02,-1.441863724547183534e-02,1.627793498776546333e-01,1.351049013892858530e-01,-1.198123807398271817e-01,3.886426777463555804e-02,-2.039914645264901683e-01,2.447072790871174242e-02,-2.459050728686318354e-02,-5.890575981504414527e-03,4.671122637344847506e-02
