1.118289526193077532e-01,-3.409006285390814989e-02,1.175549427857969648e-01,-1.389816251463759089e-01,1.208837888297244478e-01,1.731487485203844767e-01,-2.448114726815371900e-01,5.071821562158216473e-02,-1.008654861588548224e-01,4.720493943277496995e-02,-1.702520622447968035e-01,1.659731992632598394e-02,-9.078864027060638831e-02,2.089885968507908809e-01,-9.023294105736311133e-02,7.300138950259599246e-02,-8.201100799736804614e-02,2.123958827387698034e-01,7.065268247398394375e-02,-1.484844891666119437e-01,1.648804735048992609e-01,-1.223061024791661372e-01,-1.053424116746025513e-01,-5.397524151226358591e-02,2.339750068218014178e-01,5.611635873403156977e-02,-9.291824888100898294e-02,-2.812549577228691255e-01
5.797736894809835118e-02,1.255328091441081095e-01,1.847869748879941154e-01,9.555060344492871671e-02,2.133929598969186159e-01,-1.094599134416672365e-01,-1.827535069780168997e-01,-3.445717909256024725e-01,5.193639543175736922e-02,-2.155208828290714751e-01,7.245616441830688217e-03,2.348171331894875202e-01,-3.779499689781262023e-02,8.403398060712649609e-02,-6.037475280566945851e-02,8.998323035880592680e-02,-8.277737452784718342e-02,-6.479231025115217424e-02,1.982345583668013167e-01,7.542624847104545394e-02,2.182694103881926972e-01,1.607015424089817124e-01,8.052254307326169036e-02,-6.749474907534824819e-02,6.009287488595331517e-02,2.841664695907781743e-02,-3.552317893463337317e-02,-3.407173953173745634e-02
1.313190209056711022e-01,-3.967249166575800845e-02,-1.173912371350459560e-01,2.587377035305020168e-01,-3.491378833660507830e-02,-1.772199311851017645e-01,7.184519852207316148e-02,-1.249770924698086205e-01,-2.555218048006546727e-02,-1.431416179218917423e-02,-1.760749076867212937e-03,-9.228646351306381279e-02,2.368171662516747183e-02,-1.602141315619846906e-02,1.319891939605473963e-01,-1.100415950134135123e-01,-3.145058134156859114e-02,5.317846211325123751e-02,-1.556049035339637787e-03,-5.678031604642543029e-02,3.800957352608717171e-03,-2.847236115586539856e-02,-4.638730241358628853e-02,2.148747239070598614e-01,-5.462044450595077844e-03,8.421015972241972791e-02,1.098617296291266171e-01,-4.606184945325725311e-02
1.279197984881342565e-01,-8.513975887310154533e-02,1.998505772451932838e-01,8.393713406692135393e-02,-1.234338444538944229e-01,-9.205694901513108985e-02,-3.215482709621167445e-02,-9.362558251002379983e-02,8.649381512480741607e-02,1.682856217947578115e-01,5.134306100630292580e-02,5.582802286886409671e-02,1.189294823996705774e-01,-1.755633166392974454e-01,-1.786988443034900342e-01,1.334399245965267600e-01,-8.460987898202693147e-02,2.984016641862732855e-02,-6.365792911600988424e-02,-1.357902747521244624e-02,-1.946444122587112913e-01,-7.617968702959998506e-03,-1.434195580834909944e-01,-6.346721737133262375e-02,7.895472318699776892e-02,3.643088955870213419e-02,-1.779241806988825503e-01,2.240356867397860774e-03
6.287373108675596567e-02,4.108542295170314329e-02,-4.004700509563330346e-02,-2.056377736321337024e-01,7.940755834453303019e-02,-4.760471442876332282e-02,2.457506532229794538e-01,-4.601443530723127728e-01,-5.897465720593018934e-02,1.174702559382726080e-01,-6.687332084571401269e-02,3.211930547538360825e-02,-1.104075813330556155e-01,-1.255303077388001676e-01,-1.692622542713539957e-01,-1.405571466076288856e-01,-1.884188155714999757e-01,-4.463371028795157236e-02,1.841465247976911968e-01,-1.210103690223951062e-01,-7.682450135779569922e-02,-1.705504063200249387e-01,9.873471314044020286e-02,-2.211960287530966018e-01,3.762721864018839235e-02,1.096174320312523903e-01,1.746985246368511491e-01,6.064493875897863928e-02
1.365975720822434070e-01,5.261514119964255665e-02,1.105411398925421063e-01,-1.950790759042845823e-01,-9.644443298173088763e-02,6.677618741637164623e-03,5.343065820000547639e-03,-8.026280496485421745e-02,-7.728913861631116211e-02,-2.262428829746948589e-03,2.456584136607817270e-02,-2.114331569927694887e-01,3.153242311791323166e-02,2.212169678697249731e-02,-9.630733306806200933e-04,-2.472705118680390557e-01,2.655744093250309718e-02,-6.947841680123462149e-02,9.551675267683784609e-02,1.253183184683032136e-02,5.791473656775442125e-02,-7.227122521697984525e-02,-2.061228625993472008e-01,1.374011903494337106e-01,1.221118301829587915e-01,-9.860035723373747341e-02,-5.680710144640327419e-02,-9.708071683788588313e-02
1.612215799756566426e-01,-6.182132164986285650e-02,-2.361706900403043319e-02,-5.695797804418904070e-02,-4.513597079948516999e-02,-5.102531152950040561e-02,7.459873077867107405e-03,6.941878247520509582e-02,3.755297662958186067e-02,-1.004612126221655077e-01,-1.069830692622117663e-01,-3.399054644446355966e-03,-1.068541498417214103e-01,-1.697977997272392958e-03,-6.526263811484758759e-02,-9.720408858394767593e-02,-1.576210595475102672e-01,1.857401155121263248e-02,-1.132408182274060593e-01,6.849351832755130876e-02,-2.783493306494265462e-02,7.402177639379724228e-02,-9.280812694825108303e-03,9.289005225736784999e-02,1.485105147270214809e-01,6.234624862361731745e-02,8.355705945724420380e-02,-2.844930165568470004e-01
1.364306931690713320e-01,3.454866372144847070e-02,3.300952246339927676e-02,-8.257957339761134996e-02,-1.896328961977824523e-01,1.112994709749925426e-01,-8.079698965528056553e-02,3.493735186700044903e-02,-1.038825418800406186e-01,-7.138942834936432003e-02,1.283539728233802912e-01,-2.904340224901980072e-01,1.187779116976147853e-01,-2.420072766432100619e-02,6.944286350182088396e-02,2.077475263275179590e-02,1.862804983791327973e-01,9.456840194019021373e-02,1.946805335274696264e-02,-4.890959606178274521e-03,-6.089479269797443139e-03,-6.097138327751805420e-02,1.431758235422587178e-01,-1.040820233070110790e-01,1.535254499112283233e-01,7.993256472561688364e-02,-9.799536864101843214e-02,-1.008310203202556626e-01
8.479471604314867128e-02,2.026749464892187852e-02,2.456925815640916833e-01,-5.585999287263482271e-02,2.367683470778366439e-01,-9.936756778775912569e-02,1.794258209293709272e-01,2.274359697100487299e-01,7.851499282880358699e-02,-2.296955372013387633e-02,1.235008290580711515e-01,2.040664775899163896e-01,-1.305166345907462500e-01,1.439405738666124368e-01,-1.361530622731066953e-01,-3.800014558242220675e-03,2.525575543147470445e-02,-2.044908552082562447e-01,1.021196977418137863e-01,3.251239671357728511e-01,-9.253324443205993011e-03,-1.372438913263730187e-01,-4.735904405719373877e-03,-2.712967366705674663e-02,4.419993518021478329e-02,-1.010183792967979249e-01,8.873558581354112906e-02,-3.939908583325907321e-02
1.390627683438920015e-01,-1.640409809012717268e-01,1.291457330042253548e-01,-1.142889691584551559e-01,-1.380679446590264425e-01,-3.472446016920729961e-02,5.831523851687698407e-02,-1.457633634936676692e-02,6.552157379535436532e-02,-3.723985250180655848e-02,-2.529135762271733645e-02,6.582242370004573462e-02,1.833373816412685042e-01,-6.406477812265864991e-02,-1.262394196198113328e-04,-8.906533639446725936e-02,7.926214603564092631e-02,-1.447332430491302668e-01,-6.559385067465123287e-02,7.848288409154027812e-02,5.136909525402610227e-02,-9.034670252551481318e-02,-1.753655022444542896e-02,6.247153870006682402e-02,-7.381868806847892428e-02,-7.639827171172264286e-02,9.824448809312059938e-02,-1.439598684063365386e-01
1.262819676219133769e-01,1.574537628786945309e-01,-9.604790150590689080e-02,-6.500839399189140000e-02,-1.584886208367677352e-01,-1.976463392835012267e-01,3.313174817713737674e-02,-1.130062513828022919e-04,-4.229478436098864369e-02,-1.361556869395047498e-02,1.190873597190658661e-01,-3.264315418324652274e-02,-4.675216925876754526e-02,-1.682446521367420011e-01,1.022050894489102447e-02,1.355478315503919340e-01,1.428450174498636233e-02,1.361515037740356759e-01,1.085040352630667754e-01,6.176741936505004971e-02,-8.172733573905266447e-02,6.178786654256147870e-02,5.403454641169666561e-02,2.345224463259761583e-01,2.532825523093296116e-02,-9.639244900062389487e-02,1.493716632701936331e-01,-1.499029717326594013e-01
1.177813857130892011e-01,-2.664402250255005697e-02,1.860460554014876089e-01,-1.307302595751071994e-01,-1.085937055668435847e-01,-7.606269754996994314e-02,6.968849492101081289e-02,5.192000086415456128e-02,-1.280139114921021726e-01,1.884377283025170102e-01,-1.768435833654395384e-01,-6.309271706626157217e-02,-5.700029152351277634e-02,1.540631074754059693e-01,2.297027273172876360e-01,-1.098890567608613034e-01,-1.059321644807542095e-01,-1.829910370177784684e-01,-3.661126996165048331e-02,-5.092604196056176036e-02,1.898856420617199836e-01,2.270961840990783354e-01,-4.514878210027806205e-02,9.855576762261164525e-02,2.197427952700952147e-01,7.257114406707101950e-02,5.150032965307679844e-02,2.809786087871019022e-01
8.907863164660158317e-02,2.629012218701107795e-01,7.200789421967339343e-02,1.142261633788963227e-01,-9.483531752317583829e-02,-7.334277655708598687e-02,-1.754634228928819151e-01,-1.665594948735815706e-02,-7.535889611602525351e-02,1.208482246078701194e-01,-3.692596115990237626e-03,1.225940600604525643e-01,1.850207825123860450e-01,6.916016020277515608e-02,1.214469593150415555e-01,2.192526391704106847e-02,2.889038562484177314e-02,-1.429570157529078678e-01,1.498250216631046294e-01,2.259046133064224193e-02,-5.639936782916557534e-02,1.618338788377410853e-01,1.443375995518501875e-01,5.585243898283838437e-02,7.470830303520485660e-02,-2.521412649347824497e-01,-1.069688114503154902e-01,6.327664313081668435e-02
1.463154488577263768e-01,-2.857252153446751888e-02,-4.309097832147867208e-02,-1.852621407287172173e-01,1.450970374001694929e-02,9.696568860891630059e-02,-1.211528143298259419e-01,-5.914281315001268524e-03,6.671108208000209316e-03,-1.569415184546881226e-01,-2.559008334282031338e-02,-1.497830875352030855e-01,7.704691408713867928e-04,8.570385154855442167e-02,-5.442971005907001891e-02,1.221016186866954178e-01,3.028800859993742434e-02,-9.640737743744458299e-03,-8.359363233313099606e-02,-1.431918748438926192e-02,-2.104404995929615163e-02,8.791494773688995901e-02,6.562268811226899812e-02,-1.729644758213184086e-01,1.116694901954969066e-02,6.023874787794188113e-02,7.395139698903716030e-02,1.766004259368581242e-01
