-1.120822498888858904e-01,-6.873217252770072450e-02,1.704587039449827115e-03,2.241287130523128557e-01,-1.131475016718038740e-01,1.309476719188555627e-01,-4.242350584135953090e-02,7.253625635230838420e-02,-1.854464047596617593e-01,2.720772630100953826e-01,-1.228048305192163819e-01,4.718685430689756322e-02,-7.280033822215627171e-02,5.870342306106393453e-03,-1.427744844216485565e-01,1.644701826178875947e-01,-1.073390426713433099e-01,-4.599280082338877765e-03,1.278294872722393893e-01
-9.325499553402827324e-02,-8.481324522273003819e-02,2.690514427978552350e-02,1.292822502154670206e-01,2.985758690817602590e-01,3.837222461252183525e-03,1.153956203088749577e-01,-7.703560140246680510e-02,-3.768008593513803850e-02,-1.059931619169776351e-01,2.430885877825990082e-01,-2.797508474467256812e-01,1.745894130766313668e-01,2.746255830354313310e-01,-2.100709622450278868e-01,-3.173729398489073122e-02,-1.189154388259119621e-01,2.196297233055418963e-01,-4.327102427396965767e-02
-1.201912608500107643e-01,-6.271910065374169951e-02,8.014745467610742691e-02,-2.063354369922872911e-01,8.843616694718606230e-02,2.140807859394969204e-02,1.871215810575512506e-01,-2.266119262545366886e-01,-7.248743348551578425e-04,-1.442988655226075667e-01,4.956300253419805568e-02,1.430601716665600709e-01,-1.459701844882244914e-01,-4.298359481471438967e-03,-1.557016442672389256e-01,-7.969124258292356600e-02,1.279513629127707053e-01,2.530110682662775612e-03,6.573059444404232010e-02
-1.198009623961115433e-01,1.841954150973649229e-01,8.339110535748169017e-02,4.497336433315607396e-02,-7.280013996056464154e-02,1.150074264560012050e-01,-1.011258866556037500e-01,9.783995871061976213e-02,8.883187196778016825e-02,-1.365190753617207819e-01,-2.407913510757932751e-01,2.068519892827943296e-01,2.460687357787706003e-02,8.274549300817611586e-02,5.635052801857054483e-03,-8.249485549176935328e-02,-7.998172518312014756e-02,2.004169700946976385e-01,6.437594122098842797e-02
-6.754739398896847380e-02,1.132765763212356114e-01,-2.978733380069365499e-01,-2.616298074240780425e-01,2.543350552292920064e-01,-8.756141288038324366e-02,-6.791674019868340628e-02,4.833715267771441365e-02,-2.416805894747039163e-01,2.100301258874673616e-01,-2.652877711340080880e-01,4.638907843138173268e-03,-1.796430244066101745e-01,1.251056613261646855e-01,-6.990448564507299734e-02,-1.644508728194719605e-01,4.064695872420406864e-03,-5.347996046667999326e-02,-3.368983920010713839e-02
-1.412155507440185365e-01,5.196800771801549090e-02,-1.179625380284689828e-01,7.797180935957398473e-02,-7.126501833444737199e-03,7.741676413372754195e-02,5.784472441090472705e-02,-1.085946925769958743e-01,-3.495614592987789093e-02,-5.855202063769604504e-03,-1.748571739177403883e-01,-1.745794038295991890e-02,-4.561183343216585612e-02,5.289132388293921183e-02,-7.189913981632389817e-02,9.202233193572702252e-02,3.024581785489824370e-03,-8.951402664140785392e-02,4.683057539727602386e-02
-1.324434332848237195e-01,-2.147141917242750483e-02,-1.134598977422929950e-01,2.080511964138987979e-01,1.110727326866042947e-01,-2.383518065970019473e-02,9.929560082010222000e-03,1.737654398943747347e-01,-1.130977433761782280e-01,5.641429881230347609e-02,-1.264027224447759890e-01,5.370943824262448124e-02,-9.316902671952548287e-02,2.119685078055819072e-02,3.377492931236944496e-02,-5.651274981958415156e-03,6.309650518664308705e-02,-1.568020875530829195e-01,9.879526823558387738e-02
-1.299202740422878699e-01,2.101459589734289493e-02,-5.856514092156876738e-02,-1.267728146748973161e-01,-6.743247644512673222e-02,-6.156685724097687995e-02,1.313266557534066015e-01,-5.771193038234574690e-02,3.838966318628742047e-02,-1.723684715119145061e-01,-2.782676112431501925e-01,-3.524016141951873127e-02,7.450092307480654652e-02,6.637726073528674164e-02,5.459891160661325960e-02,5.728152802494626550e-03,-2.472150355631103774e-02,5.849827975373275007e-02,-6.146449395422978745e-02
-1.252232260471491387e-01,1.088685543414916537e-02,-4.527610963736899974e-02,1.357147267191155526e-02,-8.816371735688421918e-02,1.182249985905340361e-01,-4.481349357793820709e-02,-2.695255101679833176e-01,1.519011328707912667e-01,8.155266860158100206e-02,2.172897902303179973e-01,-7.058922821298346806e-02,5.401742096192242715e-02,-2.085957471355543991e-01,8.111583922222684317e-02,-1.480774738486705933e-01,1.494071869555352594e-01,-5.600343358705348745e-02,6.973999518072454551e-03
-1.298228720319565543e-01,1.784843511746214417e-01,3.076578728567647136e-02,6.220334590246738571e-02,8.344212867613989837e-02,-1.944154125053486337e-02,9.814440877107821759e-02,-1.385323063766681073e-01,-1.077217002917751909e-02,1.457756308584574334e-01,1.354629775104762568e-02,4.228041356904335690e-02,-1.615984210094623119e-03,-1.087627844877766259e-01,-1.342602443328339001e-02,-1.441863724547050307e-02,1.627793498776540504e-01,1.351049013892869910e-01,-1.198123807398267376e-01
