-1.197264422044268350e+01,-1.215892129033672997e-01,1.359364569002397216e+00,-1.262527798454372852e-01,6.633664739615816042e-02,-2.893157474849925581e-01,1.945579540106936733e-01,-7.691920723257456016e-02,-4.970742300047285012e-01,-3.242935817729623582e-01,1.780011187579459975e+00,2.221874822210264666e-01,4.064043365815824260e-01,4.772173820522298548e-01,-7.546387799696464560e-01,-4.057412856560050907e-01,-5.934794491119010917e-02,-1.227853180192328031e+00,1.114326641769234794e+00,3.137800796846281215e-01,-3.648670946206856169e-01,3.572673980984378828e-01
-4.712990442235859057e+00,-1.266823430305530573e+00,2.442712417492590049e+00,-2.702548651409996339e+00,-1.025607051882567955e+00,-1.338248911742608849e+00,-1.116949167432145007e+00,1.162886058349039464e+00,-2.220835787700649322e-02,-1.052809781869571193e+00,2.613574587474925548e-01,-9.357645063705868349e-01,-1.621510555120012187e+00,3.854691452959571607e-01,4.667712681440254752e-01,-1.294967914927324382e-01,1.108010956149983128e+00,-3.757523565785738651e-01,1.074984977167609823e-01,-4.480519083961701510e-01,-4.473091683332107160e-01,1.113874699585844841e+00
-5.736250456520386010e+00,-1.426643621708713505e+00,-3.486620449581829373e+00,3.960232533350530049e-01,9.755576218574799063e-02,-1.486642679561424929e+00,-4.404804978804764959e-01,1.030455782284941169e+00,1.436440841555261416e+00,-3.619484086853883009e-02,1.481673369291231612e+00,4.456079006541846521e-01,-4.999944242834508668e-01,7.213487442525168269e-01,9.296423437742489249e-01,4.951837782757972928e-01,4.110962519207361776e-01,3.080928569576151244e-01,2.572007338632842921e-01,4.830149366062756466e-01,-4.875595612851358895e-01,-1.136811365999233603e+00
3.095332565239255818e+00,3.064067241252298235e+00,-1.716858972334020406e+00,-6.510044614692267473e-01,7.642870433969001231e-01,-8.134427874287054605e-01,-1.921233728932233431e+00,1.892801661948416259e+00,-1.733363249048494481e+00,1.008975578088201264e+00,5.310527212204427805e-01,-3.893146646902909680e-01,-4.437009789912068625e-01,-1.801368348185631074e+00,2.025522768798505346e+00,2.343552410228262772e+00,-4.363490881611152283e-01,-4.484655314871580645e-01,-1.205473489584771851e+00,1.507097711949635821e+00,6.552307738232937551e-02,7.642347240308458578e-02
-2.022225485883697882e+00,3.104721310126763889e+00,2.649284292532455010e-01,-4.334143514652261331e+00,9.209935075921690251e-01,-1.053566769594453945e+00,-2.026460369970461084e+00,1.582509575647667699e+00,4.077813299348250764e-01,1.428737461637784589e+00,-6.103586120380195823e-02,-2.397991590960587838e-01,-1.717038428415372353e+00,9.685284409061549749e-01,1.218319984455837224e+00,-1.052454159770762621e+00,9.106888752519104457e-01,-2.445552491412440688e+00,4.432863285266728792e-01,1.596200413950652486e-01,1.738720410606227951e+00,9.446073647775228288e-01
-6.231504439941571327e+00,-6.011038262537851118e-01,-1.640316194540135220e+00,2.655693593803361979e-02,-7.295406247609361738e-01,3.695779562960990750e-01,-1.653704936445395735e+00,-9.314098325650651544e-01,5.131121604249480050e-01,-8.372389788158656199e-01,-1.550480211220705007e+00,1.172143889877403089e-01,6.353820587944003506e-01,-7.545132133766332960e-02,2.026193023745846755e+00,4.897979404519886559e-01,-1.412491351105522375e+00,4.422543237696746621e-02,1.391026890649843084e+00,5.981659758143538230e-01,1.321580177578033366e-01,1.885001666379413909e-01
-7.000852929833081717e+00,-5.222336700325360681e+00,-3.618920465551727500e-02,1.322033611375319273e+00,1.163515727643804620e+00,4.428616794732609385e-02,2.806408517479896392e-01,7.768903485204541326e-01,1.793492131187202077e+00,5.942963511541484722e-01,-6.808832172685718165e-01,-1.282857656566879667e+00,-7.951489225976835495e-01,-4.191282287963010167e-01,3.626826319557215350e-01,4.363800106939476620e-01,-2.168754651354011520e-02,-1.742083050524048382e-01,-2.880063726415828529e-01,1.723053981519437450e+00,-5.235957823303922787e-01,1.951118868776428261e+00
2.219097873141670618e+00,-4.238032255610588162e-01,-6.533754565217538834e-01,-1.861845243176639464e+00,-6.617221108330063606e-01,-4.999336461977132440e-01,-2.029958131519943088e+00,1.006089811786998078e+00,1.547054513986396040e+00,-7.105748878976352323e-01,1.745704485805398276e-01,4.977999658116835646e-01,-9.419977266202952393e-01,3.008051909375560884e-01,1.063333689562787177e+00,1.148131034691460384e+00,5.233848712769800793e-01,-1.740635083078527490e-01,-4.372294459764068386e-01,1.114552933943439683e+00,-4.303337665567840697e-01,3.482650921053903614e-01
6.344764968216530576e+00,-2.827045160477331898e+00,-7.544754641342934498e-01,-2.055442322503775898e+00,-2.205153267181449439e-01,-1.529091546319335748e+00,-3.536099049528303173e-02,-2.168002757342539777e+00,1.780823336689414393e-01,-1.354915894095989559e+00,6.856847321515406879e-01,6.299194201330109433e-01,-5.737932812866564092e-01,-5.486443940493246352e-02,-8.963005517146634960e-01,-1.749744420984935100e+00,4.008904898254195270e-01,-2.950365007496644765e-01,2.083437024794971004e-01,3.196515128500333480e-01,-2.038402190992956720e-01,-4.615103775871212122e-01
-6.307842416332792856e-01,2.116563815104383295e+00,-3.722990953549800253e+00,5.711832957799422017e-01,3.697474859249192392e+00,-4.530885679896911045e-01,-2.670187267959350241e-01,-1.050576911626230237e+00,-8.472148974784962649e-02,-1.691342688940414563e-01,-4.414024891881893065e-01,1.836023785473556158e-02,1.807244545119914003e-02,-6.696907377420892316e-02,8.459596086953928840e-01,1.483885670452572136e-01,5.315897964691167488e-01,1.153140622764168510e+00,8.204365335628670541e-01,-5.395987982940512184e-01,-1.334698541009119666e+00,1.288108543164078856e+00
