4.088420096712704677e+00,-8.740373338710739626e-01,1.987965948620156187e+00,-4.008992086782964259e-02,1.861880124845533890e+00,-2.730956679855375047e+00,6.456353818605152783e-01,-7.601856285878583197e-01,5.649328869829445265e-01,-2.744175586482618723e+00,2.178746257172487155e+00,-1.661549261727713223e+00,1.290449944489376000e+00,-1.192183469439523913e+00,5.071701027075294022e+00,-1.218125762870435391e+00,1.410556371136445941e+00,-2.927131183538262515e+00,3.242242522726022536e+00,-1.362271385009227176e+00,2.889012448628578866e+00,-3.604604442678704057e+00,1.193719413377300143e+00,-8.536875325249342339e-01,-1.826108285226313299e+00,4.421180252017327672e-01,-3.114185489248471050e-01,-5.183461114105354373e-01,7.293782060726171634e-01,-4.307825667370626110e-01,-1.047205587918946357e+00,2.559344991473090580e+00,-8.206792451996451632e-02,-1.609347064805328298e+00,7.413089803028517777e-02,5.138428660430605088e-01,7.168982830176420795e-02,-1.652827505772868077e+00,6.447670139916159560e-01,1.711717266017150074e-01,1.633028680333462324e-01,1.260910225761002978e+00,-5.531336058126127275e-01,-1.809806256502831445e+00,1.949661907112854919e+00,-6.309069635969396517e-01,-7.905648803823810827e-03,-7.308990398882730943e-01
1.168885415119582216e+00,-4.452203366889774472e+00,4.247314870109639706e+00,-6.330121446115761774e-01,-2.633240539978996431e+00,1.842931589861858788e+00,2.390927066192788608e+00,1.053492495935108408e+00,-9.384824367084191321e-01,-1.833737179388085226e+00,-1.509018961685579530e-01,-9.549156724051924838e-01,1.895553856692982375e+00,7.256607415508866676e-01,4.369787312466060780e-01,1.881515271927243216e+00,9.189365378066887136e-01,-5.292737568930456354e-02,-3.357341209490389278e-01,-9.416920712006743299e-01,-1.031978225542837135e+00,-7.719174014057504640e-02,2.680524137896286296e-01,9.545306192483472563e-01,1.009294799598102310e+00,-9.255951754229312378e-01,2.037916856853970060e+00,1.860177847032810083e+00,-4.400205889210582755e-01,-2.791549161778409172e+00,-1.989765507802933486e+00,-1.366557952446220803e+00,-1.989159668770278167e+00,-7.038729562699244102e-01,1.174671932740816160e+00,1.251952193949240399e+00,5.606833622646576476e-01,-1.183064402500699108e+00,-2.427541684387522491e-01,1.008911851665099224e+00,5.737695188227562859e-01,-6.649745170721745868e-01,8.683485957236394270e-01,1.141197417604733921e+00,-2.151074779588162122e-02,3.539440739097483024e-01,2.225452650336354310e+00,1.252574618581349108e+00
7.275184710642571551e-01,1.854713165240091666e+00,9.491072430306870533e-01,1.195842813158202456e-01,-1.436290570008635248e+00,1.155708875951714787e-01,-9.673852930215925960e-01,1.013503178883736533e+00,1.520182024828634071e-01,1.208939858430117198e+00,3.231134292829460630e+00,-2.670423000123025137e+00,-3.536586650779047325e+00,-2.826137769750194817e+00,5.101327367110899402e-01,-4.142132384572754233e-01,7.804390769329928590e-01,-5.351347018245556919e-01,-4.535212091438476922e-01,-7.426795013972333770e-01,-3.693037920120781914e-01,5.281042121947714385e-01,1.670445644224005877e+00,8.473642299603606487e-01,-1.889445122993564041e+00,6.500629943233449115e-01,1.581064855903635769e+00,-9.890202443730734538e-01,-3.004377975802292045e-01,-2.098073551528699399e-01,1.598741114984786771e+00,-9.301995956232139706e-01,3.666213795506566286e-02,-2.408999424284033353e+00,5.850797403241249084e-01,-7.799917263033582238e-01,4.086868731512199315e-01,9.055334795346792198e-01,-1.289854895796864742e+00,-7.182653502239165766e-01,-6.870878731526375294e-02,1.714008807069863805e+00,1.193234409950334474e+00,1.525253443325458536e+00,-1.673423646816311894e-01,-3.782436223680902265e-01,8.132786558008526789e-01,-7.112136736168708229e-01
2.075693911963094607e+00,-1.499892818004229023e+00,1.797762777105196941e+00,2.065553001072419459e+00,-1.014558406163041937e+00,-2.821188188085545501e-01,5.846659563754044164e-01,-6.009002325655188326e-01,-1.375993326537111816e+00,4.772015049780669038e-01,-2.753583825974179056e-01,2.301297921389032552e+00,4.966929298548051763e-01,1.273726936830590628e-01,1.215824168427537266e+00,1.862557287699241060e-01,-9.932035015013116475e-01,-5.785047855584469767e-01,-8.562803017884711432e-01,-1.684908436095182774e-02,-1.076636664313129543e+00,-7.152308820261805700e-01,-8.839653802681681771e-01,2.088718757004666138e+00,-3.497793715670899362e-01,2.786220527888300325e+00,-1.548664974491684165e-01,1.154136035980400266e+00,3.551766656636041325e-02,-1.915539731946038771e+00,-6.873992931375303428e-01,3.919949297604171101e-01,-1.679690752637879259e+00,-3.509584310594328738e+00,-1.405888726461145488e+00,-1.401669039395722738e+00,1.164434442771393297e+00,6.301230996706057297e-02,1.169961410572813554e+00,-1.798982290566759179e+00,-2.251323200753284348e-01,6.216835939628198027e-01,9.880833508761549533e-01,7.976337280191697632e-01,-7.424760020032729058e-01,-1.112039958384117844e+00,-7.231026586465667816e-02,-1.419624428828464957e+00
9.925386148006822840e-01,8.173650419236031528e-01,-7.998911858686552634e-02,2.012733662324964534e+00,8.548942338792897555e-02,1.158854378041378697e+00,-3.562150926248429439e+00,4.143483844529879390e-01,-5.157423451197770126e-01,-1.467841381554034319e+00,-2.953498149273789397e-01,-1.995679767603222576e-01,1.395272705543769476e+00,9.838283356849635286e-01,4.437600674371905418e-02,-4.809962659188269374e-01,2.622893533706629920e+00,-1.651938467284583822e+00,5.226803444122388731e-01,-5.113521123522906109e-01,5.617915035383932443e-01,5.371919767113996214e-01,-3.521662716665044379e-01,6.390805884653286695e-01,1.044607117982711220e+00,6.291712587036042414e-01,1.034467743699462261e+00,2.024563542746044220e+00,-4.469950660926522157e-01,1.643257718751360397e+00,6.569634356462245028e-01,3.256131796412099488e-01,1.089202121712391502e+00,1.878060048208168631e+00,-3.961177035748830288e+00,1.266245613525945335e-01,2.549926244538492703e+00,5.842678912468567409e-01,-4.450172887058631566e-01,5.936851197791997992e-01,1.126918861458096499e+00,-1.731276302107539244e+00,3.881291440244769020e-02,1.850743531454533297e+00,7.204490230625482106e-01,2.306948085104065349e+00,-1.107162110685704581e+00,7.680834024231986135e-01
3.779492925357461619e+00,-9.806247599852749852e-01,-2.041168027977588562e+00,-1.509290179158322698e-01,-8.090130047268878632e-02,-3.422114216214620974e+00,9.379650582208211018e-01,2.472757595094801975e+00,6.373831061409068743e-01,2.370726096022915286e+00,3.560394035895217080e+00,-8.558367990961193161e-01,-4.207241399544898286e+00,2.087213973474091766e+00,-3.202251334355408208e-01,-7.211896973619209561e-01,-3.376053136207659566e+00,1.635596639501818883e+00,-2.136568250300805438e-01,3.886549580897252998e+00,1.926787243855894172e+00,-2.257562125807651032e+00,2.097305545231864521e-01,4.471911052306749845e-02,2.664504117060206290e-01,1.235673799781545013e+00,-1.136220508728586376e+00,-9.542596558287760322e-01,6.900798240265244576e-01,-1.319705974169526952e+00,-1.654732513641951730e+00,-1.034736522493679534e+00,4.542177007537885336e-01,6.012379345060203661e-01,-1.416480631058412154e-01,3.299218250594433410e-01,8.005246434183269644e-01,3.018985632310059453e-01,-2.274023675313302795e-01,8.953043760869687784e-01,-7.774956973059147236e-01,-1.040372385123482513e+00,-1.687586126498696881e-01,-5.732861328270330015e-01,-8.909153793876113392e-01,-8.644536631081013445e-01,1.541298501534956941e-02,1.650067934047277252e+00
7.287145300291070216e-01,-1.638974444631312144e+00,8.471773026623033997e-01,-2.344361228580053247e+00,2.238509640415090596e-01,-8.621280285261800902e-01,1.171411333674566624e+00,-2.465511812595623020e+00,-1.291198698836040215e+00,2.406486106147645909e+00,5.511270540726938005e-01,1.375777382757352063e+00,-1.099051651546645303e+00,-9.240946633557345358e-01,-1.126192109107008621e+00,2.069569392945368236e+00,2.612169554009293293e+00,1.379859600546015752e+00,2.870985458162020887e+00,4.330764192471171725e+00,1.417073538828310664e+00,-1.411316971419829702e+00,-1.412731815829274984e+00,1.041129644289929268e-01,1.271420230270185470e-01,-1.498791855791420602e+00,-8.144453295861791009e-01,7.203101515375809338e-01,-2.061575670695975138e+00,8.484004935689773430e-02,-1.223864977676517585e+00,1.265437553869538156e+00,2.334126818136438075e+00,3.242086383032413144e-01,-1.584889140438277000e-01,1.562130575192241855e+00,1.402365182314645242e+00,-8.695127880675855847e-01,6.933903279084507876e-01,-1.702555653510485545e+00,-2.133490820029805057e+00,1.790689354388743437e+00,8.892280349018710783e-02,1.217438177899246909e+00,2.668524043311623628e-01,-7.173491023322845495e-01,-2.172336787283313697e+00,-4.944087839393664086e-02
6.424896638843974328e-01,-4.180792154891602164e-01,1.188882415121575775e+00,-2.230399970780605923e+00,-4.394615105720061504e-02,-1.669411881182672586e+00,-1.461052042147436281e-01,7.227055865020628467e-01,6.132787617168806715e-01,4.904866356947307771e-01,3.473450209443837089e+00,2.225769471716036563e+00,-3.937442333317480614e+00,-1.132712433116338291e+00,7.093170946354206974e-01,-2.235328673938153710e+00,-5.672317582104782208e-01,6.448903015607743150e-01,-3.667554806754296792e-01,-5.416365401533952406e-01,-1.357912757637180556e+00,4.837866457176576152e-02,-7.510685827294329986e-01,-1.773654101638147296e+00,-8.424679138733039974e-01,-2.939131237029803501e+00,1.077003525607791584e-01,-7.175196372842044257e-01,-9.704493185532852007e-01,-2.205280734409017784e-01,-1.029618268952722682e+00,4.649947367845722601e-01,-8.977604284921838484e-01,1.778691084203569917e+00,7.522918595734158498e-02,4.515292843100470188e-01,-2.034791533476846492e+00,2.160405850929606686e+00,-2.014820952041299906e-01,-1.844134205437334861e+00,4.495103877685434624e-01,7.166453215331831661e-01,1.588929694118366986e-02,-1.669963544907668185e+00,3.644075715724037767e-01,5.824067633484589779e-01,9.642093446725250594e-01,3.888412886200709462e-01
1.161084595218644600e+00,-2.813216697014392143e+00,-4.452758609816255819e-01,1.945445145724735481e+00,-2.212561268132338999e+00,-3.012891367542638754e+00,-2.496152177337867817e-01,-1.823503881740615729e+00,-2.965234056315773525e+00,4.349114571574562049e+00,2.382860403714975595e-01,-8.141283521170490367e-01,2.298747832456171203e+00,1.371548851885308513e-02,1.978103117017535828e+00,-3.856128307529319788e+00,-9.928942832930147677e-01,1.992916066878670234e-01,1.558371894991951390e+00,-2.565841559310609310e-01,2.314624407372678938e+00,-7.956620376218730417e-01,1.009586448141251536e+00,-1.865491965273002428e+00,1.674107929226929414e+00,5.542378945527125511e-01,-4.545901742479881991e-01,1.427557007391587085e+00,-1.048225665170639864e+00,4.892139823197090287e-01,1.803236514760069020e-01,-6.736030648822374234e-01,2.061669177846944034e+00,1.664687004058813979e+00,-3.276421475377560011e-01,1.912408811362037442e-01,-1.963455089961002376e+00,1.442695573655343511e+00,-5.845585311758738634e-01,4.314038171219679585e-01,-2.031381335243275021e+00,-5.403573340633741617e-01,-5.842220068908332564e-01,-2.625540719854958446e-02,7.044241313985551978e-01,8.763600047349158206e-01,1.116307512901246968e+00,1.557495640664671610e+00
-1.429461220292346235e+00,-2.021468367717258019e+00,1.524786845190387874e+00,1.725416424929195225e+00,2.698206050635024722e-01,1.485623783867292103e+00,1.460714752693788920e+00,1.232488071536512741e+00,2.278401754035395133e+00,-1.055182021663141567e+00,1.822521863206832737e+00,2.587609902749203883e+00,-1.481892238779098259e+00,2.745398250722401290e+00,3.691127691227397367e+00,1.098838131325609258e+00,1.371336377264722461e+00,3.424278532355938542e-02,2.964417337082111192e+00,8.684686766327001095e-01,5.101039595924006242e-01,-1.105299866266255204e+00,8.065326147330391660e-01,-7.769909276809907617e-01,4.513182003051683933e-01,1.900736924038225473e+00,1.334998592180820065e+00,2.921088662128427327e+00,3.673746942601985865e-01,2.032910085855505755e-01,-1.038358394441458499e+00,-1.147208229208799946e+00,6.950330166160024747e-01,-2.666101142879011010e-01,4.316120822180519734e-01,-7.993745577855571049e-01,-2.102382748590374550e-01,7.401631433122871639e-01,9.303884684017996731e-01,-1.036290911202664367e+00,6.851036555179035314e-01,-8.524915814794822300e-01,-2.126723351509868520e-01,-8.581259860564485198e-01,1.332589801984139566e+00,5.892421060775044905e-01,6.303724658207768838e-01,-1.123161724163620478e+00
